zipcode,GEOID10,latitude,longitude
53808,53808,42.62612014,-90.5930798
53809,53809,42.99375579,-90.6336296
53810,53810,42.79028062,-90.9665507
53810,53810,42.82182953,-90.9998382
53811,53811,42.53601747,-90.5138926
53813,53813,42.84392625,-90.7195475
53816,53816,42.97884581,-90.8543922
53817,53817,42.94508909,-90.9676731
62040,62040,38.72605342,-90.1107097
62044,62044,39.36360697,-90.2127171
62045,62045,39.26030624,-90.7090416
62046,62046,38.89008716,-89.8456913
53818,53818,42.74736736,-90.4889302
62047,62047,39.12105613,-90.6253555
53820,53820,42.69557144,-90.71113
62048,62048,38.80411672,-90.096551
53821,53821,43.02085621,-91.1642995
53821,53821,43.05201081,-91.0583774
62049,62049,39.13011453,-89.4851677
53825,53825,42.9182232,-90.5905849
62050,62050,39.44468608,-90.5513
53826,53826,43.12234815,-90.9134675
37869,37869,36.5184954,-83.2412383
37870,37870,36.46340195,-83.8351949
37871,37871,36.02934308,-83.7724739
37871,37871,36.04958464,-83.6776627
85050,85050,33.68632907,-111.996296
85051,85051,33.55912716,-112.133165
85053,85053,33.62992443,-112.131608
85054,85054,33.67310446,-111.946132
85083,85083,33.72456747,-112.15855
85085,85085,33.75291856,-112.089311
85086,85086,33.81545388,-112.120173
85087,85087,33.92351168,-112.127921
85118,85118,33.35340366,-111.350467
85119,85119,33.40971752,-111.501959
85120,85120,33.40302431,-111.567847
85121,85121,33.14352819,-111.92124
85122,85122,32.9171389,-111.744216
85123,85123,32.71586748,-111.695629
85128,85128,32.99044646,-111.538048
85131,85131,32.67388798,-111.550121
85132,85132,32.93337367,-111.204524
85135,85135,33.00427668,-110.785999
85137,85137,33.137293,-111.001968
85138,85138,33.00689451,-111.989053
14216,14216,42.94845031,-78.8616855
14217,14217,42.97187686,-78.87687
14218,14218,42.80718569,-78.7700219
14218,14218,42.82008091,-78.8316831
14219,14219,42.78887121,-78.8283148
14220,14220,42.84568137,-78.8232625
14221,14221,42.94538928,-78.6960891
14221,14221,42.98008387,-78.7229169
14222,14222,42.91983064,-78.8769235
5441,5441,44.79140902,-72.7696648
5442,5442,44.75855665,-72.6767714
5443,5443,44.13346628,-73.0367364
5444,5444,44.73114796,-72.8820751
5444,5444,44.63940152,-72.8924764
5444,5444,44.67662746,-72.9616639
5445,5445,44.28567505,-73.2916492
5445,5445,44.28265186,-73.2956998
5445,5445,44.30944469,-73.2214941
5446,5446,44.49095617,-73.1668043
5446,5446,44.53177604,-73.2806534
5446,5446,44.54873074,-73.1852205
5446,5446,44.56030635,-73.3118675
5446,5446,44.56509504,-73.3235904
5447,5447,44.93101456,-72.7028226
5448,5448,44.75549973,-72.8973481
5450,5450,44.90025025,-72.7911607
5452,5452,44.52415295,-73.0624045
5454,5454,44.70247614,-73.0270227
5455,5455,44.80292022,-72.9667104
5456,5456,44.20763145,-73.2550802
5457,5457,44.97101529,-72.9133553
5458,5458,44.69812458,-73.2464919
5458,5458,44.74760211,-73.3434057
5458,5458,44.74031057,-73.3455807
5458,5458,44.71861285,-73.3066134
5459,5459,44.95346838,-73.0045348
5461,5461,44.32218214,-73.0912599
5462,5462,44.30049947,-72.953833
5463,5463,44.83509531,-73.3297955
5463,5463,44.86948105,-73.3410386
5464,5464,44.6451717,-72.8176232
5465,5465,44.46832073,-72.9499094
5468,5468,44.65532773,-73.1455692
5471,5471,44.85597513,-72.5940956
5472,5472,44.10888527,-73.1599252
2769,2769,41.84393661,-71.2455834
2770,2770,41.75847666,-70.8408218
2771,2771,41.83777783,-71.3174361
2777,2777,41.75705803,-71.2120311
2779,2779,41.83488323,-71.0754495
2780,2780,41.90753043,-71.119567
2790,2790,41.59881609,-71.0829064
2791,2791,41.5113743,-71.0689262
2791,2791,41.52808039,-71.0780627
15834,15834,41.51219589,-78.27769
15840,15840,41.1720236,-78.8260819
15841,15841,41.2629416,-78.5298941
15845,15845,41.50047711,-78.6957418
15846,15846,41.34040589,-78.5678544
15847,15847,41.08931125,-79.0324258
15848,15848,41.03161123,-78.719038
15849,15849,41.18533862,-78.6523028
15849,15849,41.17935469,-78.5593171
15851,15851,41.09963526,-78.9027341
15853,15853,41.39401867,-78.7940312
15856,15856,41.09282229,-78.6246074
15857,15857,41.45706261,-78.5342351
15860,15860,41.34779369,-79.0480638
15861,15861,41.31855283,-78.0779728
15863,15863,41.01438516,-78.8397357
15864,15864,41.10235199,-79.1981663
15865,15865,41.04523398,-78.8274061
61374,61374,41.5477135,-89.3587213
53027,53027,43.31790725,-88.37298
36830,36830,32.53889875,-85.4920767
61375,61375,41.0352828,-89.2504533
61376,61376,41.45675637,-89.6687697
61376,61376,41.4541923,-89.6690046
61376,61376,41.53939396,-89.6091579
53029,53029,43.14519289,-88.3468943
53031,53031,43.63914434,-87.9156276
61377,61377,41.06000209,-89.0364754
36832,36832,32.57577619,-85.4699956
36832,36832,32.59625498,-85.5820578
36849,36849,32.6024198,-85.487341
61378,61378,41.72446128,-89.1569998
53032,53032,43.45041826,-88.6261324
61379,61379,41.39194835,-89.6160886
36850,36850,32.81083361,-85.7098562
36850,36850,32.81172467,-85.7103196
36850,36850,32.78589536,-85.6568443
53033,53033,43.23568889,-88.2455843
53033,53033,43.23905886,-88.3272704
53034,53034,43.37942624,-88.6388059
53034,53034,43.34064971,-88.609115
53034,53034,43.36312402,-88.6516319
36852,36852,32.75730886,-85.2914453
53035,53035,43.39210629,-88.5450952
53036,53036,43.17008212,-88.5768436
53037,53037,43.3122729,-88.162443
53038,53038,43.09548835,-88.7721007
53038,53038,43.08333914,-88.7870772
36853,36853,32.80721964,-85.7679348
61401,61401,40.94471053,-90.3846623
53039,53039,43.36999487,-88.7129329
61410,61410,40.79800253,-90.3955377
53040,53040,43.52079666,-88.1907348
61411,61411,40.40017296,-90.505025
36854,36854,32.75374158,-85.184514
61412,61412,41.0697096,-90.5787632
61413,61413,41.19051125,-90.3735223
53042,53042,43.95132416,-87.9816618
36855,36855,33.03163497,-85.3025081
61414,61414,41.12468709,-90.1557664
53044,53044,43.74232412,-87.7822729
36856,36856,32.27657006,-84.9990101
36858,36858,32.31549211,-85.3206628
70030,70030,29.8173082,-90.432247
70031,70031,29.94194052,-90.2959308
70032,70032,29.9581602,-89.9977866
70036,70036,29.70902719,-90.1211465
70037,70037,29.74824525,-90.0082079
70038,70038,29.32532924,-89.3987501
70039,70039,29.88150726,-90.3890633
70040,70040,29.74739543,-89.9437584
70041,70041,29.34875444,-89.4992677
70041,70041,29.42725975,-89.6145202
70043,70043,29.94803048,-89.9627524
70047,70047,29.96952926,-90.3658774
70049,70049,30.02890373,-90.570371
70050,70050,29.38154242,-89.5920059
70051,70051,30.07284976,-90.6310215
70052,70052,30.0607501,-90.6934988
70052,70052,30.14699272,-90.7170076
70053,70053,29.91443558,-90.0533671
70056,70056,29.88865115,-90.0302945
70057,70057,29.96611026,-90.4628514
70058,70058,29.87052802,-90.0670747
60474,60474,41.17262684,-88.267988
60474,60474,41.18557877,-88.2661949
35672,35672,34.64715491,-87.406756
60475,60475,41.47272519,-87.6277738
60476,60476,41.56866723,-87.6067515
35673,35673,34.58092837,-87.1362944
60477,60477,41.58629616,-87.7327737
60477,60477,41.580101,-87.7420493
60477,60477,41.57240666,-87.7892486
60478,60478,41.59120384,-87.7158239
60478,60478,41.56333232,-87.7248523
60479,60479,41.22863503,-88.5178863
35674,35674,34.72880825,-87.67819
35674,35674,34.65762295,-87.782898
60480,60480,41.72892791,-87.8809302
35677,35677,34.95500709,-88.0269777
35739,35739,34.96902366,-86.7957773
60481,60481,41.28401294,-88.1230858
35740,35740,34.95008814,-85.7584891
60482,60482,41.68739986,-87.7911553
60484,60484,41.44207613,-87.7061964
35741,35741,34.74457104,-86.4296093
35741,35741,34.72143105,-86.4834796
35744,35744,34.61216027,-85.9067262
35745,35745,34.9408199,-86.200134
60487,60487,41.56357757,-87.8342422
35746,35746,34.82900767,-85.9959754
60490,60490,41.67476108,-88.1444085
35747,35747,34.56420015,-86.186515
35747,35747,34.49445564,-86.3074126
60491,60491,41.57873627,-88.0052745
60491,60491,41.6027859,-87.9598448
35748,35748,34.7219613,-86.3869993
60501,60501,41.78014188,-87.8239518
60502,60502,41.79205558,-88.2590452
35749,35749,34.79581694,-86.8314412
35749,35749,34.76382806,-86.8369109
35749,35749,34.82452877,-86.7528175
60503,60503,41.71278944,-88.2565199
35750,35750,34.95091357,-86.5950651
7524,7524,40.93220668,-74.1568252
7601,7601,40.91319033,-74.0302293
7601,7601,40.88899063,-74.0461078
21001,21001,39.50824466,-76.2019676
7603,7603,40.87505247,-74.0293349
21005,21005,39.47456275,-76.1191727
7604,7604,40.86181555,-74.0740947
7605,7605,40.86379637,-73.9898224
7606,7606,40.82923733,-74.041433
7606,7606,40.86479414,-74.0480647
21009,21009,39.46992813,-76.2924006
7607,7607,40.90259543,-74.0632783
7608,7608,40.85367268,-74.061206
21010,21010,39.38986098,-76.2908455
64762,64762,37.54781354,-94.5003943
64763,64763,38.14468914,-93.7016841
64765,64765,37.99621788,-94.4437557
64767,64767,37.7500186,-94.2006008
64769,64769,37.48233055,-94.5688307
64770,64770,38.27223454,-93.9853709
64771,64771,37.76056883,-94.4592367
64772,64772,37.82941751,-94.3317423
64776,64776,38.12914998,-93.6958565
64776,64776,38.04312211,-93.6655859
64778,64778,37.92405903,-94.4826166
64779,64779,38.09377095,-94.4044304
64780,64780,38.06166756,-94.0457648
64781,64781,37.98080382,-93.8142874
64783,64783,38.00467106,-94.1122355
64784,64784,37.66686594,-94.2341163
64788,64788,38.42970278,-94.02701
64790,64790,37.93012708,-94.2266674
64801,64801,37.07526916,-94.416718
64801,64801,37.1200935,-94.4654052
64801,64801,37.11006128,-94.4965479
64804,64804,37.02090062,-94.5099356
64830,64830,37.23139148,-94.4103701
64831,64831,36.65661926,-94.4565384
64832,64832,37.33986472,-94.5719461
64833,64833,37.19381042,-94.1298419
64834,64834,37.18771232,-94.5686664
64835,64835,37.14844317,-94.4374858
64836,64836,37.18742111,-94.287865
64840,64840,37.0181581,-94.3331765
12416,12416,42.10066625,-74.2887298
12417,12417,41.90688895,-73.9898485
12418,12418,42.3587573,-74.1616818
12419,12419,41.85968817,-74.1034398
12420,12420,41.6711512,-74.3792936
12421,12421,42.24862962,-74.5430237
12422,12422,42.39258593,-74.2033446
12423,12423,42.37922081,-74.109751
12424,12424,42.24685679,-74.1352641
12427,12427,42.1907209,-74.1712248
12427,12427,42.14060912,-74.1371827
12428,12428,41.73905112,-74.4449415
12429,12429,41.81108164,-73.9595162
12429,12429,41.83327083,-73.9610009
12429,12429,41.82714916,-73.9820296
12430,12430,42.20343642,-74.499589
12431,12431,42.32731618,-74.0257029
12431,12431,42.36146271,-74.02053
12432,12432,42.04437998,-73.9444299
23441,23441,37.71026812,-75.6996849
23442,23442,37.90641514,-75.5725036
33955,33955,26.8103943,-81.9811101
33956,33956,26.61295305,-82.11723
33956,33956,26.53869176,-82.1130919
33957,33957,26.46135969,-82.1023036
54235,54235,44.86155612,-87.4977457
54235,54235,44.87131808,-87.5176177
54235,54235,44.82575961,-87.5565928
54235,54235,44.82919075,-87.5640659
54235,54235,44.82955722,-87.5645073
54235,54235,44.84087765,-87.3740133
33960,33960,27.0375591,-81.4235514
33965,33965,26.46367967,-81.7721701
33966,33966,26.58239044,-81.8320224
23451,23451,36.86741683,-76.0057129
54241,54241,44.21838491,-87.5916617
54245,54245,44.02708594,-87.8961083
69340,69340,42.21348349,-102.208059
69343,69343,42.69423964,-102.014889
69345,69345,41.575184,-103.745525
69346,69346,42.6874605,-103.810995
69347,69347,42.60770242,-102.679783
69348,69348,42.28167361,-103.317993
69352,69352,41.80060626,-103.970619
69353,69353,41.7472277,-103.416508
69354,69354,42.43669246,-103.407698
69355,69355,41.78297635,-103.507936
69357,69357,42.07550034,-103.814302
69358,69358,42.067811,-103.967085
69360,69360,42.69948401,-102.471737
69361,69361,41.92459159,-103.621679
69365,69365,42.96867204,-102.510408
69366,69366,42.15760281,-101.554486
69367,69367,42.81616981,-103.328494
80758,80758,40.11398713,-102.200755
67501,67501,37.98302728,-97.9297287
67502,67502,38.07927882,-97.8027768
67502,67502,38.07531149,-97.8775342
67502,67502,38.07234328,-97.9763623
67502,67502,38.12782911,-97.9307448
67505,67505,38.02817974,-97.9431727
67510,67510,37.99963145,-98.2066664
67511,67511,38.43250247,-99.0472607
89822,89822,40.5313079,-116.194202
85303,85303,33.53270105,-112.221063
89823,89823,41.00478407,-115.27447
89825,89825,41.88824547,-114.723241
89826,89826,41.88736074,-115.381286
91011,91011,34.22165385,-118.205138
89828,89828,40.75053816,-115.363081
85304,85304,33.59645941,-112.176988
85305,85305,33.53080628,-112.2563
89830,89830,41.91280661,-114.175781
89830,89830,41.25117509,-114.2924
89831,89831,41.7325551,-116.112209
91016,91016,34.10704656,-118.007121
91016,91016,34.15320411,-118.000527
91020,91020,34.21134404,-118.230654
85306,85306,33.62393375,-112.176392
91024,91024,34.16872029,-118.050338
89833,89833,40.47107624,-115.316919
85307,85307,33.53756484,-112.313674
89834,89834,41.72993037,-116.382916
89834,89834,41.37196829,-116.26348
76908,76908,31.43207505,-100.402186
78665,78665,30.54486065,-97.6437531
78666,78666,29.87959011,-97.9664072
78669,78669,30.42264016,-98.1224221
78670,78670,29.77131654,-97.8200473
78671,78671,30.21628337,-98.6237737
78672,78672,30.85968492,-98.4711124
78675,78675,30.44580811,-98.6850395
78676,78676,30.03286033,-98.1458868
78677,78677,29.34994945,-97.5802018
78681,78681,30.53329183,-97.7246921
78701,78701,30.27047846,-97.7423725
78702,78702,30.26323846,-97.7143069
78703,78703,30.29408131,-97.7656818
78704,78704,30.24316001,-97.7653664
78705,78705,30.29433175,-97.7385157
78712,78712,30.28502272,-97.7347289
78717,78717,30.4899153,-97.753991
78719,78719,30.09863645,-97.6695948
78719,78719,30.18039186,-97.6717901
78721,78721,30.27009612,-97.6836258
78722,78722,30.28995784,-97.7146999
12844,12844,43.48937446,-73.6211096
12844,12844,43.49374189,-73.6355728
12845,12845,43.47438464,-73.6617752
12845,12845,43.45907748,-73.6764355
12845,12845,43.43741722,-73.6998682
12845,12845,43.42410163,-73.713303
12846,12846,43.34417948,-73.8080545
12847,12847,43.99908329,-74.587427
12849,12849,43.44755827,-73.2985919
12850,12850,43.10698462,-73.9835319
12851,12851,43.8558137,-74.0417022
12852,12852,44.04198878,-74.0280521
12852,12852,43.94562247,-74.1609491
12853,12853,43.681289,-74.0085748
12855,12855,44.00199115,-73.7965136
12856,12856,43.65071893,-74.1488302
12857,12857,43.82271451,-73.9099685
12858,12858,43.90272926,-73.6728773
12859,12859,43.16699848,-73.909778
12860,12860,43.7255423,-73.8077586
12861,12861,43.71111467,-73.3883702
12861,12861,43.74977024,-73.4191663
12862,12862,43.67949071,-73.9114665
12863,12863,43.06036327,-73.9319059
12864,12864,43.72736513,-74.3053872
12865,12865,43.21419725,-73.3409673
12866,12866,42.98530596,-73.7506467
12866,12866,42.98640086,-73.7550072
12866,12866,43.07084585,-73.7407902
12870,12870,43.89971143,-73.6277513
12870,12870,43.84157021,-73.7558899
12871,12871,43.08915002,-73.6135042
12872,12872,43.87712952,-73.7298015
12873,12873,43.11856269,-73.3067214
12874,12874,43.75687083,-73.4780354
12874,12874,43.75411316,-73.480908
12874,12874,43.75256238,-73.4816207
12874,12874,43.75112799,-73.4816649
12874,12874,43.75151924,-73.4838004
12874,12874,43.65733625,-73.4986939
12874,12874,43.6458738,-73.5065858
12874,12874,43.64074142,-73.5181317
12874,12874,43.63796287,-73.5236578
12874,12874,43.64376198,-73.5327961
12874,12874,43.69052367,-73.548103
12878,12878,43.42910354,-74.026746
12883,12883,43.85229544,-73.5059304
12884,12884,43.08839647,-73.5912908
12885,12885,43.52946871,-73.8168169
12886,12886,43.66529271,-73.929997
64063,64063,38.91199049,-94.3516757
64064,64064,38.97545969,-94.346591
64065,64065,38.95287148,-94.4057709
58545,58545,47.35584399,-101.580606
64066,64066,39.13823216,-94.1265412
58549,58549,46.47464854,-99.9362768
64067,64067,39.15593263,-93.8355533
58552,58552,46.2389619,-100.301057
64068,64068,39.25949804,-94.3887756
64070,64070,38.88835402,-94.1485857
64071,64071,39.02949925,-93.8335813
64072,64072,39.2395251,-94.2933929
64074,64074,39.08676287,-94.0742951
64075,64075,39.00029302,-94.1452667
64076,64076,38.98051598,-93.9449497
64077,64077,39.22358887,-94.1302678
58554,58554,46.73800388,-100.940236
64078,64078,38.70312466,-94.4562574
58558,58558,46.82368473,-100.41365
58558,58558,46.82634742,-100.51064
64079,64079,39.35780319,-94.7959101
58559,58559,47.48816882,-100.727656
58560,58560,46.67951273,-100.259387
64080,64080,38.76703822,-94.2544949
58561,58561,46.48707672,-99.6832903
64081,64081,38.90703336,-94.4040973
58562,58562,46.37489606,-102.004506
64082,64082,38.86530733,-94.4077483
19123,19123,39.96408114,-75.1457047
19124,19124,40.0170803,-75.0930899
19125,19125,39.97620723,-75.1248034
19126,19126,40.05538933,-75.1375623
19127,19127,40.02814274,-75.2270106
19128,19128,40.04881676,-75.2289931
19129,19129,40.01360797,-75.1845675
19130,19130,39.96777824,-75.1753999
19131,19131,39.9885705,-75.2179164
19132,19132,39.99626196,-75.1708548
33948,33948,26.983982,-82.150993
37872,37872,36.26951656,-84.6495044
37873,37873,36.52580203,-82.8479934
33950,33950,26.9028599,-82.0463357
37874,37874,35.59810492,-84.4576699
33952,33952,26.98698509,-82.0972588
34139,34139,25.82539136,-81.4132728
34140,34140,25.92442958,-81.6593085
34141,34141,25.9723018,-81.0937475
34142,34142,26.33820573,-81.3359516
34145,34145,25.9035742,-81.6897036
34201,34201,27.40284485,-82.4678054
85139,85139,32.97589509,-112.146156
85140,85140,33.24452965,-111.543808
85141,85141,32.67334846,-111.454368
85142,85142,33.19864394,-111.638114
85143,85143,33.1586506,-111.519039
85145,85145,32.55744554,-111.367875
85147,85147,33.12589924,-111.737227
85172,85172,32.88609062,-111.953791
85173,85173,33.27015311,-111.123308
85192,85192,32.96057271,-110.688716
85193,85193,32.71182009,-111.629295
85193,85193,32.80271772,-111.840362
85194,85194,32.89838932,-111.626096
85201,85201,33.43388176,-111.85018
85202,85202,33.38249802,-111.874488
85203,85203,33.45005112,-111.803972
85204,85204,33.3967889,-111.788082
85205,85205,33.43232038,-111.718701
85206,85206,33.39667671,-111.717729
85207,85207,33.45350085,-111.636835
85208,85208,33.40163362,-111.62825
85209,85209,33.37833035,-111.637615
85210,85210,33.38986021,-111.843196
85212,85212,33.32216044,-111.635456
85213,85213,33.44857092,-111.769985
85215,85215,33.51107733,-111.578759
85224,85224,33.32366297,-111.876469
85225,85225,33.31736465,-111.832203
85226,85226,33.25897524,-112.00762
85233,85233,33.35210479,-111.811362
85234,85234,33.36681162,-111.791189
85234,85234,33.3645322,-111.73942
85248,85248,33.21800581,-111.869636
85249,85249,33.22555807,-111.797071
85250,85250,33.53575682,-111.888556
85251,85251,33.49390267,-111.919537
90712,90712,33.84896955,-118.146739
85253,85253,33.54500386,-111.958542
14223,14223,42.97345188,-78.8462029
14224,14224,42.8377605,-78.7480215
14225,14225,42.92898294,-78.7516279
14226,14226,42.97096911,-78.7986833
14227,14227,42.88416938,-78.7460702
14228,14228,43.01729136,-78.7779282
14228,14228,43.00089326,-78.7810547
14228,14228,43.04376519,-78.7814399
14261,14261,43.00197443,-78.768771
14261,14261,43.00196834,-78.791757
14301,14301,43.09571224,-79.0125506
14301,14301,43.09582212,-79.040879
14302,14302,43.09389554,-79.0491927
14303,14303,43.07867794,-79.065865
14303,14303,43.07739517,-79.0659732
14303,14303,43.07809097,-79.0661979
14303,14303,43.08305586,-79.0667438
14303,14303,43.08397573,-79.0686106
14303,14303,43.08294679,-79.068868
14303,14303,43.08305331,-79.0697908
14303,14303,43.08528987,-79.0363159
14303,14303,43.08343216,-79.0703684
14303,14303,43.08039519,-79.0682
14304,14304,43.09940845,-78.951985
14305,14305,43.11959373,-79.0223188
14411,14411,43.23424151,-78.2119611
14414,14414,42.89348783,-77.7351468
14415,14415,42.75807301,-77.00525
14415,14415,42.75426341,-77.0227365
14416,14416,43.07903785,-77.9817618
14418,14418,42.60785281,-77.2152002
14420,14420,43.29322396,-77.9627846
14420,14420,43.2118264,-77.9345249
14422,14422,43.08234065,-78.065704
14423,14423,42.9441958,-77.827557
14424,14424,42.81065294,-77.4458538
14424,14424,42.84815807,-77.3080979
14425,14425,42.99152423,-77.3380169
14427,14427,42.62053968,-78.0536878
14428,14428,43.08795346,-77.7505895
14428,14428,43.07684874,-77.865324
14432,14432,42.95740879,-77.1435292
14433,14433,43.08196648,-76.8785957
5473,5473,44.2302389,-73.2556548
5473,5473,44.24292129,-73.2610897
5473,5473,44.24341165,-73.1933455
5474,5474,44.83508176,-73.2256563
5474,5474,44.8230585,-73.2514821
5474,5474,44.81067346,-73.2525378
5474,5474,44.84140398,-73.2777302
5476,5476,44.90818706,-72.7107676
5476,5476,44.96491002,-72.6388971
5477,5477,44.42148762,-72.8639116
5477,5477,44.3952163,-72.9940132
5478,5478,44.79660159,-73.1723387
5478,5478,44.81003601,-73.0786239
5481,5481,44.77321029,-73.2050623
5481,5481,44.7616994,-73.2157763
5482,5482,44.42973032,-73.2595388
5482,5482,44.35952267,-73.2740626
5482,5482,44.3850501,-73.2095296
5483,5483,44.88193492,-72.9719663
5485,5485,44.90723448,-72.9754119
5486,5486,44.67254346,-73.2529326
5486,5486,44.659524,-73.2541777
5486,5486,44.66676936,-73.2977022
5486,5486,44.59276595,-73.338992
5486,5486,44.64135574,-73.3100383
5486,5486,44.65027473,-73.3548296
5486,5486,44.611022,-73.3534356
5487,5487,44.23172184,-73.010643
5488,5488,44.80258442,-73.2087817
5488,5488,44.92189525,-73.124552
5489,5489,44.54084901,-72.8874195
5491,5491,44.11251211,-73.3087353
5492,5492,44.71663128,-72.7541854
5494,5494,44.60239898,-73.0052133
5495,5495,44.42932228,-73.0924291
5602,5602,44.1988208,-72.545574
5602,5602,44.28414571,-72.6053533
5640,5640,44.34525232,-72.493226
5641,5641,44.18879948,-72.4729325
5647,5647,44.40800664,-72.2882839
5648,5648,44.38500119,-72.493466
5649,5649,44.15737842,-72.3507225
5649,5649,44.15787198,-72.4538499
5649,5649,44.14179331,-72.435763
5650,5650,44.38282852,-72.4398737
5650,5650,44.32543999,-72.4805191
5651,5651,44.27943318,-72.4882731
5652,5652,44.72832348,-72.5874629
5653,5653,44.7011681,-72.4933158
5654,5654,44.13964834,-72.4745209
5655,5655,44.62379327,-72.5704749
5656,5656,44.64937579,-72.6877175
15866,15866,41.02534434,-78.7911835
15868,15868,41.32823427,-78.4548624
15868,15868,41.253936,-78.5073202
15868,15868,41.2828644,-78.3678338
15868,15868,41.26206742,-78.5875473
15870,15870,41.58334429,-78.5744461
15901,15901,40.3284087,-78.9140985
15902,15902,40.34473483,-78.879809
15902,15902,40.31989143,-78.8803347
15904,15904,40.30342264,-78.8449203
15905,15905,40.28713597,-78.9783819
15906,15906,40.37270567,-78.946038
15909,15909,40.40972124,-78.8712465
15920,15920,40.46603526,-79.0514629
15921,15921,40.31733816,-78.7008607
15922,15922,40.51759751,-78.8766772
15923,15923,40.35558771,-79.1640611
15924,15924,40.10665527,-78.7753407
15925,15925,40.40851938,-78.6407019
15926,15926,40.05191133,-78.8242345
15927,15927,40.54000023,-78.7786469
15928,15928,40.24021773,-78.9172377
36859,36859,32.23261406,-85.0044764
61415,61415,40.65709833,-90.4291708
61416,61416,40.49929455,-90.5628411
61417,61417,40.77417008,-90.5383275
36860,36860,32.2524714,-85.4188599
61418,61418,40.85030066,-90.8611779
61419,61419,41.19976133,-90.1175613
53045,53045,43.06089099,-88.1514814
53046,53046,43.15221272,-88.1617669
53047,53047,43.25712341,-88.6301202
36861,36861,32.88567077,-85.8325872
61420,61420,40.5473795,-90.8665734
53048,53048,43.57965167,-88.4416632
53048,53048,43.57768388,-88.5460514
53049,53049,43.88522531,-88.2865468
61421,61421,41.18016263,-89.6499851
36862,36862,32.90442894,-85.4418015
61422,61422,40.55087197,-90.5347834
53050,53050,43.51166424,-88.5477713
61423,61423,40.88630849,-90.5012013
61424,61424,41.0768023,-89.6349821
61425,61425,40.76201444,-91.0342181
61426,61426,41.11999569,-89.7069802
61427,61427,40.50196258,-90.194173
36863,36863,32.89516824,-85.2550632
36865,36865,32.6026177,-85.5893397
70062,70062,29.9892669,-90.2556881
70065,70065,30.02765695,-90.2540547
70067,70067,29.71426133,-90.1052371
70068,70068,30.13454973,-90.4347324
70070,70070,29.83447517,-90.3050758
70071,70071,30.05464831,-90.7063947
70072,70072,29.83598532,-90.110407
70075,70075,29.93296305,-89.9212767
70076,70076,30.06504153,-90.6464227
70079,70079,30.00401377,-90.4103427
70080,70080,29.8851353,-90.4340988
70082,70082,29.55822183,-89.7497373
70083,70083,29.4725097,-89.8618101
70084,70084,30.07522866,-90.5678956
70085,70085,29.93073903,-89.8408251
70085,70085,29.83603969,-89.739551
70086,70086,30.03198728,-90.8753509
70087,70087,29.97740263,-90.3148583
60504,60504,41.74636713,-88.2384722
35751,35751,34.81058789,-86.2795934
35752,35752,34.74808368,-85.9458691
35754,35754,34.51954662,-86.6102659
35755,35755,34.50008344,-86.1353368
60505,60505,41.76427349,-88.2941006
35756,35756,34.64295986,-86.8167585
35757,35757,34.78312395,-86.7449009
60506,60506,41.72858161,-88.3815695
60506,60506,41.76580462,-88.3647824
60510,60510,41.84210494,-88.3055144
60511,60511,41.75778202,-88.5560171
35758,35758,34.71349392,-86.7467019
60512,60512,41.70161907,-88.4397668
35759,35759,34.83258638,-86.5652968
35759,35759,34.86438786,-86.5503916
60513,60513,41.82457454,-87.8469173
35760,35760,34.54917619,-86.3825798
60514,60514,41.79651167,-87.956923
35761,35761,34.91475612,-86.4115811
60515,60515,41.809573,-88.0229182
32631,32631,29.7031875,-82.0936131
32631,32631,29.761429,-82.099732
32631,32631,29.76722616,-82.1068919
32631,32631,29.73941984,-82.1118248
32639,32639,29.22284888,-82.714308
32640,32640,29.57580963,-82.0893453
32641,32641,29.64357961,-82.2267923
32643,32643,29.82185457,-82.6468886
32648,32648,29.49579645,-83.2719526
32653,32653,29.74577731,-82.3883317
32653,32653,29.71427675,-82.4774449
32656,32656,29.75274745,-81.9700508
32656,32656,29.81568883,-81.9555159
32656,32656,29.7773523,-82.0834045
32658,32658,29.8474908,-82.3943128
32664,32664,29.44553804,-82.2211767
7620,7620,40.96165538,-73.9199294
21012,21012,39.04531343,-76.4970732
21013,21013,39.50908321,-76.4865378
7621,7621,40.93780589,-74.0043656
7621,7621,40.92380196,-73.9985396
7624,7624,40.97329742,-73.9605642
7626,7626,40.94050476,-73.9595413
7627,7627,40.95503922,-73.956804
21014,21014,39.53661825,-76.3516843
7628,7628,40.94515393,-73.9923159
7630,7630,40.97485838,-74.023887
21015,21015,39.54687046,-76.2960574
21017,21017,39.47622825,-76.2369746
21028,21028,39.56799704,-76.2424686
64841,64841,37.07834818,-94.4167521
64842,64842,36.79103643,-94.1044547
64843,64843,36.73388583,-94.4439244
64844,64844,36.91532255,-94.239011
64847,64847,36.59398331,-94.4410008
64848,64848,37.17521403,-93.9914529
64849,64849,37.25490433,-94.444881
64850,64850,36.86086431,-94.3983474
64854,64854,36.54352005,-94.4503229
64855,64855,37.29600036,-94.4858227
64856,64856,36.56461581,-94.266654
64857,64857,37.24585419,-94.4385851
64858,64858,36.90015087,-94.529906
64859,64859,37.15958681,-94.1470744
64861,64861,36.69772968,-94.1484928
64862,64862,37.09736915,-94.1143253
64863,64863,36.5555505,-94.5844493
64865,64865,36.84078129,-94.5781466
64866,64866,36.86888196,-94.142206
64867,64867,36.72963899,-94.2345282
64870,64870,37.18522649,-94.4811205
